species,toes,date,sex,svl,tl,rtl_orig,mass,paint.mark,location,meters,newRecap,painted,misc,vial,year,rtl,autotomized,new.recap_orig,sighting,review_sex,review_species,review_painted,review_new.recap,review_rtl,forceMale,forceFemale,forceRecap,forceNew,forceSighting,drop_species,drop_morphometrics,tl_svl,mass_svl,year_diff,svl_diff,earliestSighting,liznumber
j,1-6-15-17,2000-03-23,f,64.0,89.0,0.0,9.0,r80c,Rpoint v 1falls,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.390625,0.140625,0,0.0,2000-03-23,61
j,1-6-15-19,2000-03-23,m,83.0,79.0,40.0,17.3,r86c,wall on rt side v CC/CCC,,,,,nan,2000.0,40.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,0.9518072289156626,0.20843373493975906,0,0.0,2000-03-23,573
j,1-7-12-17,2000-03-23,f,64.0,67.0,31.0,9.0,r81c,Rpoint v 1falls,,,,,nan,2000.0,31.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,1.046875,0.140625,0,0.0,2000-03-23,70
j,1-7-13-17,2000-03-23,f,54.0,74.0,0.0,4.8,r85c,H4  ,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3703703703703705,0.08888888888888889,0,0.0,2000-03-23,72
j,3-12-16,2000-03-23,f,83.0,114.0,0.0,20.8,r83c,wall v pine xing,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.3734939759036144,0.25060240963855424,0,0.0,2000-03-23,254
j,4-6-12-19,2000-03-23,m,71.0,51.0,17.0,9.2,r82c,wall v wall v pine xing,,,,,nan,2000.0,17.0,autotomized,,,True,False,False,True,False,False,False,False,False,False,False,False,0.7183098591549296,0.1295774647887324,0,0.0,2000-03-23,809
j,1-8-11-20,2000-03-24,f,58.0,82.0,0.0,6.0,r88c,sb rt side 3m ^ 2tripleR,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.4137931034482758,0.10344827586206896,0,0.0,2000-03-24,87
j,1-9-11-18,2000-03-24,m,80.0,110.0,0.0,14.8,r89c,chute,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.375,0.185,0,0.0,2000-03-24,592
j,1-9-11-19,2000-03-24,m,55.0,80.0,0.0,5.3,r90c, 3m ^ 2falls on Rs to left,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.4545454545454546,0.09636363636363636,0,0.0,2000-03-24,593
j,1-9-12-16,2000-03-24,m,55.0,80.0,0.0,4.6,r92c,peak at 2falls/pool,,,,,nan,2000.0,0.0,intact,,,True,False,False,True,False,False,False,False,False,False,False,False,1.4545454545454546,0.08363636363636363,0,0.0,2000-03-24,596
